"order_number","order_date","order_year","customer_key","customer_name","gender","birthday","age","store_key","country","state","order_revenue","order_profit","total_quantity"
"1899017",2020-03-13,2020,353352,Armando Mathias,Male,1976-07-24,50,9,Canada,Northwest Territories,3432.00,1682.31,13
"1900001",2020-03-14,2020,938219,Freya Nicholls,Female,1988-04-11,38,37,United Kingdom,Ayrshire,1676.99,846.53,13
"1900002",2020-03-14,2020,165801,Archer Garran,Male,1946-01-06,80,4,Australia,Tasmania,99.98,66.86,2
"1900003",2020-03-14,2020,1055801,Gabriel Wyatt,Male,1942-09-15,84,0,Online,Online,778.91,381.79,10
"1900004",2020-03-14,2020,336182,Stephen Kreps,Male,2000-04-24,26,9,Canada,Northwest Territories,248.00,165.83,1
"1900005",2020-03-14,2020,427804,Sven Wannemaker,Male,1987-06-06,39,22,Germany,Freistaat Thüringen,1593.00,888.58,7
"1900006",2020-03-14,2020,1458301,William Templin,Male,2000-08-28,26,64,United States,Washington DC,11828.00,7765.44,9
"1900007",2020-03-14,2020,1818186,Ronald Barron,Male,1998-01-29,28,50,United States,Kansas,107.94,58.32,6
"1900008",2020-03-14,2020,1412783,June McBride,Female,1948-06-14,78,49,United States,Iowa,7099.00,3946.12,8
"1900009",2020-03-14,2020,1071007,Melissa Frost,Female,1935-11-14,91,42,United Kingdom,North Down,419.96,223.84,4
"1900010",2020-03-14,2020,1941806,Richard Davis,Male,1993-03-16,33,0,Online,Online,224.00,109.83,7
"1900011",2020-03-14,2020,12365,Natalie Lyon,Female,1958-04-06,68,1,Australia,Australian Capital Territory,1719.97,998.38,8
"1900012",2020-03-14,2020,1931525,Victor Almeida,Male,1943-09-01,83,56,United States,New Hampshire,17084.04,11230.61,14
"1900013",2020-03-14,2020,1060009,Amy Walsh,Female,2001-05-29,25,37,United Kingdom,Ayrshire,15799.68,9991.34,26
"1900014",2020-03-14,2020,147228,Eliza Gwendolen,Female,1981-04-11,45,4,Australia,Tasmania,8.99,4.86,1
"1900015",2020-03-14,2020,2089159,Jean Th�riault,Male,1941-09-21,85,45,United States,Connecticut,2822.67,1836.31,9
"1900016",2020-03-14,2020,1411409,George Duncan,Male,1972-12-17,54,45,United States,Connecticut,1619.70,793.92,6
"1900017",2020-03-14,2020,1352889,Ed Fudge,Male,1962-02-04,64,0,Online,Online,109.46,71.50,4
"1900018",2020-03-14,2020,1580459,June Weaver,Female,1961-01-29,65,43,United States,Alaska,367.67,245.87,4
"1900020",2020-03-14,2020,957450,Charlie Horton,Female,1983-12-30,43,40,United Kingdom,Dungannon and South Tyrone,5656.25,3694.70,19
"1900021",2020-03-14,2020,1436891,Christopher Kimble,Male,1960-02-29,66,61,United States,South Carolina,115.00,62.12,1
"1900022",2020-03-14,2020,1130442,William Gardiner,Male,1959-05-27,67,38,United Kingdom,Belfast,7411.95,4515.36,30
"1900023",2020-03-14,2020,1904679,Zilla Granados,Female,1990-09-21,36,0,Online,Online,1849.00,1012.73,7
"1900024",2020-03-14,2020,1431209,Crystal Ball,Female,1959-11-03,67,0,Online,Online,3256.00,2127.04,6
"1900025",2020-03-14,2020,1414205,Sylvia Alvarez,Female,1976-09-25,50,0,Online,Online,2429.94,1358.15,5
"1901000",2020-03-15,2020,1048581,Kian Black,Male,1984-08-04,42,42,United Kingdom,North Down,539.80,264.60,2
"1902000",2020-03-16,2020,1609149,Minnie Shultz,Female,1992-05-22,34,54,United States,Nebraska,599.80,294.00,2
"1902001",2020-03-16,2020,1451193,Rosemary Ward,Female,1961-01-02,65,0,Online,Online,2492.75,1291.48,12
"1902002",2020-03-16,2020,1958936,Rasmus Kristiansen,Male,1961-05-25,65,62,United States,South Dakota,129.00,63.23,1
"1902003",2020-03-16,2020,1381883,Luke Watson,Male,1996-02-21,30,53,United States,Montana,62.95,30.86,2
"1902004",2020-03-16,2020,1196673,Eve Stephens,Female,1977-05-09,49,0,Online,Online,137.98,67.64,2
"1902005",2020-03-16,2020,2025686,Linda Nieto,Female,1988-03-11,38,65,United States,West Virginia,10804.84,7169.27,20
"1903000",2020-03-17,2020,1600419,Dorsey Nelson,Male,1971-03-30,55,0,Online,Online,1172.98,578.25,5
"1903001",2020-03-17,2020,666716,Angelique M�thot,Female,1956-12-18,70,0,Online,Online,199.99,108.02,1
"1903002",2020-03-17,2020,1940708,Melissa Souza,Female,1938-09-09,88,0,Online,Online,320.00,172.84,2
"1903003",2020-03-17,2020,1521358,Clyde Lebron,Male,1943-08-22,83,0,Online,Online,1558.94,842.06,7
"1903004",2020-03-17,2020,112287,Jaxon Govett,Male,1980-05-19,46,4,Australia,Tasmania,219.98,107.82,2
"1904000",2020-03-18,2020,334483,Michael McGee,Male,1971-06-04,55,8,Canada,Newfoundland and Labrador,229.90,112.69,1
"1904001",2020-03-18,2020,1735668,Cathy McGlothlin,Female,1956-01-30,70,66,United States,Wyoming,918.00,613.84,2
"1904002",2020-03-18,2020,721118,Genoveffa Castiglione,Female,2000-07-04,26,29,Italy,Enna,2838.22,1492.56,10
"1940000",2020-04-23,2020,245739,Franklyn Edmonson,Male,1945-01-26,81,0,Online,Online,4238.53,2362.39,10
"1940001",2020-04-23,2020,1065004,Freya Lynch,Female,1994-07-06,32,39,United Kingdom,Blaenau Gwent,640.19,337.49,6
"1941000",2020-04-24,2020,964158,Kieran Hargreaves,Male,1969-02-17,57,38,United Kingdom,Belfast,51.38,25.18,2
"1941002",2020-04-24,2020,587974,Julia Wurfel,Female,1958-06-05,68,22,Germany,Freistaat Thüringen,3.35,1.64,1
"1941003",2020-04-24,2020,1729878,Kathryn Galloway,Female,2001-05-27,25,0,Online,Online,659.94,323.46,6
"1942000",2020-04-25,2020,1026914,Isabel Clements,Female,1998-08-19,28,40,United Kingdom,Dungannon and South Tyrone,23.72,11.63,1
"1942001",2020-04-25,2020,1652819,Michael Mattox,Male,1945-10-06,81,0,Online,Online,1449.84,757.62,8
"1942002",2020-04-25,2020,1710324,Jimmie Finley,Male,1982-03-23,44,61,United States,South Carolina,8.88,4.80,1
"1942003",2020-04-25,2020,1346790,Van Williams,Male,1946-10-12,80,0,Online,Online,5226.00,3382.70,7
"1942004",2020-04-25,2020,703936,Enza Fallaci,Female,1995-03-07,31,0,Online,Online,3257.81,1771.19,13
"1942005",2020-04-25,2020,1643550,Gary Russell,Male,1991-03-12,35,47,United States,Hawaii,1068.00,576.88,4
"1942006",2020-04-25,2020,1869542,Eleanor Gribble,Female,1946-02-13,80,49,United States,Iowa,3499.50,1890.20,10
"1942007",2020-04-25,2020,1519236,George Edwards,Male,1973-11-25,53,0,Online,Online,2351.95,1327.28,15
"1942008",2020-04-25,2020,186193,Ashley Foran,Female,1957-07-16,69,0,Online,Online,447.00,241.44,3
"1942009",2020-04-25,2020,1933910,Rory Bleakley,Male,1999-12-01,27,0,Online,Online,8164.02,5146.98,24
"1942010",2020-04-25,2020,1829393,Wayne Katz,Male,1977-05-10,49,0,Online,Online,4551.33,2562.69,20
"1944000",2020-04-27,2020,1845648,Carlos Baldwin,Male,1950-12-31,76,51,United States,Maine,1199.70,648.00,6
"1944001",2020-04-27,2020,1591623,Eric Brown,Male,1964-12-07,62,64,United States,Washington DC,1599.60,864.00,8
"1944002",2020-04-27,2020,1538224,Richard Bixby,Male,1981-03-12,45,47,United States,Hawaii,4818.82,2672.97,22
"1944003",2020-04-27,2020,646871,Zerbino Cliche,Male,1974-07-23,52,13,France,Corse,733.78,402.23,4
"1944004",2020-04-27,2020,1288830,Mary Duncan,Female,2000-01-11,26,0,Online,Online,2457.85,1563.56,9
"1944005",2020-04-27,2020,1954880,Castimir Pejic,Male,1940-03-29,86,66,United States,Wyoming,1688.42,1054.67,8
"1944006",2020-04-27,2020,501476,Lukas Ritter,Male,1995-09-20,31,24,Germany,Hessen,96.95,50.56,5
"1944007",2020-04-27,2020,567032,Jens Jaeger,Male,1949-03-24,77,26,Germany,Saarland,1908.54,1025.40,16
"1945000",2020-04-28,2020,1085205,Natasha Forster,Female,1994-08-10,32,39,United Kingdom,Blaenau Gwent,547.80,326.91,7
"1945001",2020-04-28,2020,1060173,Rosie Brooks,Female,1946-11-20,80,36,United Kingdom,Armagh,723.94,354.84,8
"1945002",2020-04-28,2020,1260588,Berniece Turner,Female,1999-03-23,27,0,Online,Online,939.95,460.75,6
"1945003",2020-04-28,2020,1363803,Erin Stevens,Female,1978-07-11,48,0,Online,Online,25608.74,16922.81,24
"1945004",2020-04-28,2020,208682,Rebecca Smith,Female,1958-10-11,68,0,Online,Online,1791.62,1186.64,10
"1945005",2020-04-28,2020,1466422,Brittany Rios,Female,1972-06-08,54,64,United States,Washington DC,6040.00,3262.46,21
"1945007",2020-04-28,2020,872536,Wytze van der Avoird,Male,1956-12-02,70,0,Online,Online,1664.98,966.15,7
"1945008",2020-04-28,2020,1618221,Anna Ouellette,Female,1977-12-17,49,53,United States,Montana,11152.83,6820.68,21
"1945009",2020-04-28,2020,1530756,Robert Fitzmaurice,Male,1949-01-15,77,0,Online,Online,3211.16,1734.48,14
"1945010",2020-04-28,2020,1750735,Lucille McGee,Female,1991-07-07,35,57,United States,New Mexico,2059.98,1158.43,5
"1945011",2020-04-28,2020,1437052,Latrina Cannon,Female,1972-10-21,54,45,United States,Connecticut,3854.72,2491.38,13
"1945012",2020-04-28,2020,1203486,Dave Mastrangelo,Male,1966-09-23,60,43,United States,Alaska,1610.35,800.17,10
"1946001",2020-04-29,2020,661265,Gauthier Bazin,Male,1948-07-04,78,14,France,Franche-Comté,595.78,298.06,4
"1946003",2020-04-29,2020,1450286,Beulah Rodriguez,Female,1956-05-15,70,56,United States,New Hampshire,139.00,68.13,1
"1946004",2020-04-29,2020,996031,Emma Lambert,Female,1949-12-15,77,0,Online,Online,19.98,9.80,2
"1946005",2020-04-29,2020,599656,Lucas Reinhard,Male,1949-05-27,77,0,Online,Online,469.00,253.32,1
"1946006",2020-04-29,2020,397285,Stefani Atencio,Female,1949-06-19,77,0,Online,Online,49.98,24.50,2
"1946007",2020-04-29,2020,1810728,Courtney Young,Female,1994-01-30,32,64,United States,Washington DC,4944.34,2882.50,21
"1946008",2020-04-29,2020,1402689,Mavis Williams,Female,1963-02-19,63,0,Online,Online,665.90,348.17,5
"1946009",2020-04-29,2020,1812932,Troy Dobbins,Male,1997-05-14,29,47,United States,Hawaii,7048.85,3714.94,27
"1946010",2020-04-29,2020,1816077,Cecil Chappell,Male,1964-01-24,62,0,Online,Online,649.80,350.97,3
"1946011",2020-04-29,2020,1638118,Lillian Evans,Female,1938-09-18,88,47,United States,Hawaii,1567.60,846.72,4
"1946012",2020-04-29,2020,1498800,Thomasena Cleveland,Female,1964-10-22,62,64,United States,Washington DC,4169.00,2448.88,11
"1946013",2020-04-29,2020,1507926,Aimee Wong,Female,1961-01-16,65,0,Online,Online,403.89,213.89,6
"1946014",2020-04-29,2020,1168257,Cerys Stephens,Female,1950-02-02,76,39,United Kingdom,Blaenau Gwent,1099.00,593.62,4
"1946015",2020-04-29,2020,79191,Caitlyn Waterhouse,Female,1984-11-09,42,6,Australia,Western Australia,6758.35,3749.65,24
"1946016",2020-04-29,2020,1430321,Joseph Ostlund,Male,1979-04-28,47,66,United States,Wyoming,24.99,12.25,1
"1946017",2020-04-29,2020,319579,Cheryl McBride,Female,1966-11-15,60,9,Canada,Northwest Territories,3268.13,1640.36,11
"1946018",2020-04-29,2020,1003107,David Lane,Male,1969-12-05,57,38,United Kingdom,Belfast,7358.00,4776.44,6
"1946019",2020-04-29,2020,932027,Imogen Marshall,Female,1995-06-12,31,39,United Kingdom,Blaenau Gwent,4665.01,2480.62,16
"1946020",2020-04-29,2020,350979,Barbara King,Female,1990-02-01,36,8,Canada,Newfoundland and Labrador,16332.92,9756.44,31
"1946021",2020-04-29,2020,138242,Beau Rodius,Male,1961-06-22,65,5,Australia,Victoria,438.00,292.88,2
"1947000",2020-04-30,2020,1570733,Jerry Fisher,Male,1938-09-30,88,43,United States,Alaska,984.00,531.48,3
"1947001",2020-04-30,2020,987795,Leon Johnston,Male,1970-11-27,56,0,Online,Online,699.00,377.56,1
"1947002",2020-04-30,2020,1990814,Asger Hansen,Male,1948-12-31,78,64,United States,Washington DC,328.97,177.69,4
"1947004",2020-04-30,2020,1996108,Helen Dunn,Female,1937-04-08,89,61,United States,South Carolina,1609.30,788.83,7
"1947005",2020-04-30,2020,2050396,Elvisa Madrid,Female,1956-03-27,70,53,United States,Montana,43.92,22.01,8
"1947006",2020-04-30,2020,1982247,Wayne Lauritsen,Male,1995-12-13,31,57,United States,New Mexico,2475.98,1640.20,6
"1947007",2020-04-30,2020,682759,Gr�goire Desforges,Male,1993-08-09,33,0,Online,Online,1400.00,756.20,5
"1947008",2020-04-30,2020,1521733,Lisa Sherman,Female,1947-06-26,79,54,United States,Nebraska,2099.00,1211.40,7
"1947009",2020-04-30,2020,929502,Lewis McDonald,Male,1973-02-02,53,36,United Kingdom,Armagh,829.89,488.09,14
"1947010",2020-04-30,2020,1553446,Robert English,Male,1944-12-18,82,53,United States,Montana,25.32,13.68,2
"1947011",2020-04-30,2020,1669695,Joseph Hebron,Male,1989-06-12,37,61,United States,South Carolina,541.97,278.42,9
"1947012",2020-04-30,2020,2080735,Ricky Frazier,Male,1961-02-07,65,50,United States,Kansas,8850.00,5917.80,6
"1947013",2020-04-30,2020,2074996,Tereza Mayerov�,Female,1977-04-02,49,45,United States,Connecticut,467.92,229.36,4
"1947014",2020-04-30,2020,959017,Alexander Howarth,Male,1982-01-27,44,42,United Kingdom,North Down,474.26,284.32,4
"1947015",2020-04-30,2020,945725,William Myers,Male,1991-07-25,35,37,United Kingdom,Ayrshire,2412.00,1302.84,9
"1947016",2020-04-30,2020,365703,Fran Staton,Female,1955-03-03,71,9,Canada,Northwest Territories,5798.76,3200.72,10
"1947017",2020-04-30,2020,1364298,Michael Vines,Male,1991-09-22,35,61,United States,South Carolina,2744.00,1482.16,8
"1947018",2020-04-30,2020,560505,Jan Barth,Male,1936-12-07,90,24,Germany,Hessen,7583.18,4087.43,22
"1947019",2020-04-30,2020,384911,Lizzie Bivona,Female,1967-12-07,59,9,Canada,Northwest Territories,1481.98,914.01,11
"1947021",2020-04-30,2020,113290,Piper Lambie,Female,1957-07-15,69,5,Australia,Victoria,3034.99,2012.49,4
"1947022",2020-04-30,2020,306354,Millie Chase,Female,1944-10-04,82,8,Canada,Newfoundland and Labrador,268.00,144.76,1
"1947023",2020-04-30,2020,1230757,Steven Gillespie,Male,1941-09-30,85,56,United States,New Hampshire,779.97,521.55,3
"1947024",2020-04-30,2020,519438,Uta Koenig,Female,1935-03-10,91,21,Germany,Freie Hansestadt Bremen,1196.00,586.24,4
"1947025",2020-04-30,2020,1858665,Myrtice Cottrell,Female,1978-03-21,48,57,United States,New Mexico,1495.00,807.50,5
"1948000",2020-05-01,2020,1563746,Frank Murphy,Male,1949-01-07,77,0,Online,Online,13.89,7.50,1
"1948001",2020-05-01,2020,878538,Osama Blaauw,Male,1962-07-13,64,0,Online,Online,19.98,9.80,2
"1948002",2020-05-01,2020,2033335,Irena �igov�,Female,1943-10-08,83,44,United States,Arkansas,48.16,26.04,7
"1948003",2020-05-01,2020,1746274,John Greene,Male,1953-11-30,73,0,Online,Online,10713.98,7164.24,8
"1948004",2020-05-01,2020,314470,Georgia Roberts,Female,1969-01-17,57,8,Canada,Newfoundland and Labrador,23.90,12.91,1
"1948005",2020-05-01,2020,1958824,Kai Morrow,Male,1967-05-29,59,64,United States,Washington DC,1550.99,915.40,14
"1948006",2020-05-01,2020,305074,Leroy Langford,Male,1944-04-15,82,0,Online,Online,549.95,269.55,5
"1948008",2020-05-01,2020,494009,Petra Wirth,Female,1994-03-26,32,0,Online,Online,290.00,156.64,1
"1948009",2020-05-01,2020,1530975,Linda Manley,Female,1976-02-19,50,64,United States,Washington DC,1799.62,891.63,10
"1948010",2020-05-01,2020,480550,Kerstin Diederich,Female,1951-01-29,75,0,Online,Online,656.00,354.34,4
"1948011",2020-05-01,2020,580116,Marie Schultz,Female,1982-12-09,44,22,Germany,Freistaat Thüringen,269.95,132.32,1
"1948012",2020-05-01,2020,1354052,George Heath,Male,1956-04-16,70,47,United States,Hawaii,47.95,25.90,1
"1948013",2020-05-01,2020,1561955,Thomas Tollison,Male,1937-02-02,89,0,Online,Online,101.08,49.54,2
"1948014",2020-05-01,2020,652959,Aymon Gervais,Male,1993-05-26,33,17,France,Martinique,11828.40,7705.24,19
"1948015",2020-05-01,2020,1811432,Bernard Smith,Male,1941-04-16,85,0,Online,Online,5026.13,2713.98,19
"1948016",2020-05-01,2020,334491,Philip Keller,Male,1974-05-19,52,8,Canada,Newfoundland and Labrador,385.70,208.34,6
"1948017",2020-05-01,2020,1230348,Warren Newlin,Male,1980-06-23,46,45,United States,Connecticut,1826.29,895.18,8
"1949001",2020-05-02,2020,2080484,Delmer Martinez,Male,1950-05-05,76,64,United States,Washington DC,767.00,463.14,4
"1949002",2020-05-02,2020,403915,Stefan Loewe,Male,1967-08-10,59,22,Germany,Freistaat Thüringen,174.50,85.55,6
"1949003",2020-05-02,2020,1557502,Mary Sibley,Female,1947-07-05,79,54,United States,Nebraska,2010.33,1290.53,5
"1949004",2020-05-02,2020,1275061,Margaret Bayne,Female,1943-06-29,83,49,United States,Iowa,950.64,504.03,16
"1949005",2020-05-02,2020,1807158,Corina Cody,Female,1939-11-26,87,57,United States,New Mexico,173.64,93.78,3
"1949006",2020-05-02,2020,1608259,Palmer Maples,Male,1996-02-17,30,61,United States,South Carolina,169.99,83.32,1
"1949007",2020-05-02,2020,1404342,Carrie Jones,Female,1946-02-06,80,59,United States,Oregon,377.00,203.63,2
"1949008",2020-05-02,2020,1529720,Mary Walker,Female,1935-07-01,91,55,United States,Nevada,5296.30,2685.90,10
"1949009",2020-05-02,2020,2073697,Christine Gundersen,Female,1981-10-24,45,48,United States,Idaho,578.80,312.60,10
"1949010",2020-05-02,2020,1435185,Jamie Jacobs,Female,2000-12-03,26,53,United States,Montana,251.00,167.84,1
"1949012",2020-05-02,2020,599656,Lucas Reinhard,Male,1949-05-27,77,19,Germany,Berlin,2557.39,1376.93,8
"1949013",2020-05-02,2020,1053393,Naomi Austin,Female,1941-03-19,85,40,United Kingdom,Dungannon and South Tyrone,2476.00,1655.64,4
"1949014",2020-05-02,2020,2097135,Minea Nordin,Female,1937-10-09,89,0,Online,Online,6668.67,4205.11,19
"1949016",2020-05-02,2020,1390213,John Jenkins,Male,1948-07-17,78,54,United States,Nebraska,289.99,193.91,1
"1949017",2020-05-02,2020,713185,Sandra Ferrari,Female,1937-06-23,89,30,Italy,Pesaro,1890.02,944.58,5
"1949018",2020-05-02,2020,1156489,Bailey Harris,Male,1992-01-07,34,40,United Kingdom,Dungannon and South Tyrone,269.90,132.30,1
"1949019",2020-05-02,2020,459273,Tim Wurfel,Male,1966-12-01,60,26,Germany,Saarland,472.00,315.62,2
"1949020",2020-05-02,2020,1653529,Clarence McBride,Male,1987-10-24,39,0,Online,Online,2689.86,1525.91,7
"1949021",2020-05-02,2020,1951594,Warren Christensen,Male,1988-01-16,38,62,United States,South Dakota,3599.40,1944.18,6
"1949022",2020-05-02,2020,1038082,Henry Whittaker,Male,1994-09-17,32,0,Online,Online,68.67,45.93,3
"1949023",2020-05-02,2020,1598894,David Bledsoe,Male,1972-03-31,54,51,United States,Maine,1750.85,1069.75,5
"1949024",2020-05-02,2020,1895245,Linda Virgin,Female,1995-08-07,31,0,Online,Online,6468.94,3528.93,26
"1949025",2020-05-02,2020,1250029,Thomas Guerra,Male,1947-05-27,79,61,United States,South Carolina,1249.00,674.63,8
"1949026",2020-05-02,2020,1861844,Holly Prichard,Female,1988-05-04,38,65,United States,West Virginia,1515.99,932.99,5
"1949027",2020-05-02,2020,1800672,Stephanie Haley,Female,1970-03-11,56,0,Online,Online,2583.29,1320.22,13
"1949028",2020-05-02,2020,1942682,Jasmin Wiljakainen,Female,1988-12-17,38,62,United States,South Dakota,1127.96,754.25,6
"1949029",2020-05-02,2020,1139356,Charlie McCarthy,Male,1968-09-15,58,0,Online,Online,3325.00,2223.37,4
"1949030",2020-05-02,2020,1250036,Marla Boone,Female,1957-11-16,69,44,United States,Arkansas,5377.54,2938.69,21
"1949031",2020-05-02,2020,1914473,Renata Ferencov�,Female,1954-07-26,72,0,Online,Online,667.98,354.21,3
"1950000",2020-05-03,2020,1557811,Mary Bueno,Female,1993-11-03,33,45,United States,Connecticut,12730.94,8087.81,23
"1950001",2020-05-03,2020,1986204,Tanja Kilpel�inen,Female,1935-08-16,91,50,United States,Kansas,245.56,124.81,13
"1951000",2020-05-04,2020,1156489,Bailey Harris,Male,1992-01-07,34,0,Online,Online,796.00,429.96,4
"1951001",2020-05-04,2020,728891,Fausto Pisani,Male,1963-10-07,63,0,Online,Online,269.95,132.32,1
"1951002",2020-05-04,2020,1335682,Sean Adkins,Male,1938-10-15,88,59,United States,Oregon,178.61,95.99,4
"1951003",2020-05-04,2020,1701621,Lourdes Conner,Female,1961-10-16,65,55,United States,Nevada,819.69,401.80,4
"1951004",2020-05-04,2020,608829,Charles Bureau,Male,1971-05-14,55,17,France,Martinique,25.69,12.59,1
"1951005",2020-05-04,2020,1912287,Skye Croft,Female,1972-04-20,54,0,Online,Online,1290.98,686.30,5
"1951006",2020-05-04,2020,862134,Johnson Kemerink,Male,1969-03-10,57,32,Netherlands,Flevoland,2395.00,1288.54,6
"1951007",2020-05-04,2020,1357408,Glenn Anderson,Male,1982-03-23,44,0,Online,Online,7198.00,4609.51,18
"1951008",2020-05-04,2020,1865305,Laura White,Female,1963-06-20,63,55,United States,Nevada,8399.28,4388.75,31
"1951009",2020-05-04,2020,1558454,Sarah Walls,Female,1992-02-25,34,48,United States,Idaho,160.00,86.42,1
"1951010",2020-05-04,2020,496095,Tom Drescher,Male,1951-07-05,75,21,Germany,Freie Hansestadt Bremen,5196.77,2779.31,14
"1951011",2020-05-04,2020,206450,Sue Devlin,Female,1942-01-02,84,9,Canada,Northwest Territories,4333.00,2897.37,7
"1951012",2020-05-04,2020,1845069,Brooke Cassette,Female,1964-02-03,62,51,United States,Maine,1017.22,607.65,11
"1952000",2020-05-05,2020,1308399,Joseph Stewart,Male,1996-07-11,30,51,United States,Maine,646.96,394.76,6
"1952002",2020-05-05,2020,579875,Lucas Koenig,Male,1969-03-07,57,21,Germany,Freie Hansestadt Bremen,813.60,439.46,7
"1952003",2020-05-05,2020,1211218,Patricia Palacios,Female,1958-12-06,68,47,United States,Hawaii,682.88,338.51,7
"1952005",2020-05-05,2020,960551,Holly Turnbull,Female,1999-07-31,27,0,Online,Online,499.95,270.05,5
"1952006",2020-05-05,2020,1542481,Joyce Narcisse,Female,1949-06-15,77,0,Online,Online,230.01,115.83,12
"1952007",2020-05-05,2020,353741,James Kratz,Male,1936-07-18,90,8,Canada,Newfoundland and Labrador,3178.90,1683.09,13
"1952008",2020-05-05,2020,1718303,Mary Brooks,Female,1960-11-15,66,0,Online,Online,129.00,63.23,1
"1952009",2020-05-05,2020,706651,Silvano Milano,Male,1992-10-19,34,30,Italy,Pesaro,2273.00,1227.74,7
"1952010",2020-05-05,2020,1330560,Lionel Mackey,Male,1986-02-21,40,55,United States,Nevada,1415.93,802.87,8
"1952011",2020-05-05,2020,953759,Lydia Gordon,Female,1994-08-08,32,40,United Kingdom,Dungannon and South Tyrone,3303.80,1784.52,10
"1952012",2020-05-05,2020,1576532,Marceline McSpadden,Female,1988-07-02,38,51,United States,Maine,528.64,285.54,6
"1952014",2020-05-05,2020,998374,Cerys Farmer,Female,1990-10-26,36,37,United Kingdom,Ayrshire,512.93,331.06,5
"1952016",2020-05-05,2020,1762467,Lester Reeves,Male,1995-03-24,31,61,United States,South Carolina,702.97,414.22,15
"1953000",2020-05-06,2020,1498800,Thomasena Cleveland,Female,1964-10-22,62,54,United States,Nebraska,872.64,471.36,9
"1953001",2020-05-06,2020,1796196,Sheila Wade,Female,1947-09-19,79,55,United States,Nevada,1103.89,718.16,4
"1953002",2020-05-06,2020,91918,Milla Martel,Female,1951-06-25,75,5,Australia,Victoria,269.60,132.16,4
"1953003",2020-05-06,2020,332332,Todd Flores,Male,1952-05-17,74,10,Canada,Nunavut,2449.64,1320.37,12
"1953004",2020-05-06,2020,883569,Rojin Haalboom,Female,2001-11-18,25,32,Netherlands,Flevoland,1797.70,1197.85,5
"1953005",2020-05-06,2020,1327071,Helen Brandt,Female,1991-02-11,35,57,United States,New Mexico,362.00,195.52,2
"1953006",2020-05-06,2020,1354052,George Heath,Male,1956-04-16,70,47,United States,Hawaii,764.98,510.64,3
"1953008",2020-05-06,2020,1403355,Micheal Manley,Male,1975-04-28,51,54,United States,Nebraska,305.97,149.97,3
"1953009",2020-05-06,2020,1331394,Irene Dean,Female,1956-04-18,70,64,United States,Washington DC,2272.00,1519.24,4
"1953010",2020-05-06,2020,1020331,Bethany Faulkner,Female,1978-01-26,48,0,Online,Online,2191.50,1239.76,11
"1953011",2020-05-06,2020,1845648,Carlos Baldwin,Male,1950-12-31,76,51,United States,Maine,3542.99,2335.12,6
"1953012",2020-05-06,2020,347864,Diana Lively,Female,1957-02-25,69,10,Canada,Nunavut,9034.23,4814.28,27
"1953013",2020-05-06,2020,1045314,Francesca Foster,Female,1998-06-12,28,36,United Kingdom,Armagh,573.98,310.02,3
"1953014",2020-05-06,2020,1041871,Riley Smith,Male,1952-11-02,74,37,United Kingdom,Ayrshire,67.40,33.04,1
"1953015",2020-05-06,2020,1039709,Jacob Smart,Male,1986-09-17,40,0,Online,Online,1125.93,653.15,11
"1953016",2020-05-06,2020,797480,Lorena Pisani,Female,1936-07-10,90,30,Italy,Pesaro,10634.00,7081.18,10
"1953017",2020-05-06,2020,1349155,Kristina Blanco,Female,1959-09-06,67,56,United States,New Hampshire,22.89,15.31,1
"1953019",2020-05-06,2020,821079,Demy Vuik,Female,1946-04-28,80,32,Netherlands,Flevoland,1375.98,920.08,6
"1953020",2020-05-06,2020,1082460,Michael Shah,Male,1963-08-13,63,0,Online,Online,900.00,486.12,3
"1953021",2020-05-06,2020,759676,Abramo Lo Duca,Male,1975-04-14,51,29,Italy,Enna,692.93,374.26,8
"1953022",2020-05-06,2020,1908813,Hanna-Mari Myllys,Female,1948-11-13,78,61,United States,South Carolina,670.00,361.90,5
"1954000",2020-05-07,2020,1460061,Stephen Guidry,Male,1976-08-30,50,45,United States,Connecticut,2208.20,1397.39,3
"1954001",2020-05-07,2020,1608553,Johnathon McGrail,Male,1963-05-24,63,44,United States,Arkansas,257.07,138.51,3
"1954003",2020-05-07,2020,1130928,Evan Garner,Male,1944-12-13,82,40,United Kingdom,Dungannon and South Tyrone,7679.99,4959.79,10
"1954005",2020-05-07,2020,1088403,Lucy Scott,Female,2000-04-01,26,36,United Kingdom,Armagh,1157.95,583.56,12
"1954006",2020-05-07,2020,588221,David Kuhn,Male,1971-05-21,55,0,Online,Online,1697.89,1071.68,8
"1954007",2020-05-07,2020,1991278,Katharina Brauer,Female,1965-10-11,61,0,Online,Online,919.00,614.52,1
"1954009",2020-05-07,2020,521492,Phillipp Wei�,Male,1976-12-30,50,22,Germany,Freistaat Thüringen,2017.90,1088.54,2
"1954010",2020-05-07,2020,836267,Zainab Thissen,Female,1958-01-03,68,0,Online,Online,8776.61,5456.56,18
"1954011",2020-05-07,2020,1143082,Francesca Bruce,Female,1989-09-15,37,42,United Kingdom,North Down,443.06,225.57,17
"1954012",2020-05-07,2020,1612496,Ronald Smith,Male,1937-03-08,89,53,United States,Montana,296.40,145.29,2
"1954013",2020-05-07,2020,1388765,Harriet Rivera,Female,1987-01-21,39,64,United States,Washington DC,86.31,45.03,4
"1954014",2020-05-07,2020,550082,Dennis Hahn,Male,1992-07-21,34,26,Germany,Saarland,6198.00,3347.75,11
